0.189919	0.568841	0.437669	0.626431	0.672832	0.840046	0.872011	0.431217	0.459327	0.368167	0.728814	0.707578	A
0.063906	0.144928	0.570426	0.581946	0.765318	0.901323	0.907173	0.497354	0.206171	0.514469	0.268765	0.741545	B
0.231323	0.641304	0.506746	0.504943	0.720231	0.874281	0.884388	0.365079	0.142356	0.454984	0.209443	0.707578	A
0.252925	0.539855	0.528872	0.367586	0.754913	0.884062	0.860759	0.23545	0.192146	0.516077	0.267555	0.719516	A
0.336634	0.438406	0.285483	0.257804	0.397688	0.715765	0.740928	0.349206	0.319776	0.623794	0.806295	0	A
0.273627	0.619565	0.211009	0.398803	0.204624	0.705409	0.728833	0.208995	0.084853	0.046624	0.16586	0.707578	A
0.244824	0.387681	0.414463	0.247659	0.563006	0.822497	0.852883	0.195767	0.476858	0.73955	0.897094	0.707578	A
0.016202	0.028986	0.543443	0.890999	0.714451	0.890391	0.916174	0.338624	0.189341	0.342444	0.256659	0.730375	B
0	0	0.587156	0.9282	0.793064	0.90794	0.937553	0.156085	0.367461	0.5209	0.485472	0.775985	B
0.180018	0.742754	0.547221	0.584807	0.752601	0.892117	0.920675	0.21164	0.668303	0.815113	0.967312	0.79336	B
0.048605	0.119565	0.520237	0.710198	0.719075	0.880898	0.91083	0.198413	0.40533	0.506431	0.619855	0.738753	B
0.09991	0.373188	0.622774	0.520551	0.753757	0.917434	0.932771	0.505291	0.507714	0.59164	0.602906	0.744338	B
0.066607	0.17029	0.534808	0.623829	0.739884	0.886939	0.90211	0.230159	0.307153	0.491961	0.44431	0.707578	A
0.342034	0.144928	0.337291	0.454995	0.509827	0.767549	0.758368	0.224868	0.173913	0.313505	0.38862	0.157927	A
0.20162	0.445652	0.536967	0.347555	0.746821	0.887802	0.889733	0.338624	0.122721	0.540193	0.16586	0.726342	A
0.108011	0.380435	0.581759	0.51795	0.8	0.906214	0.918706	0.383598	0.436185	0.514469	0.59322	0.741235	A
0.242124	0.518116	0.366972	0.282258	0.551445	0.798331	0.807314	0.328042	0.410238	0.536978	0.738499	0.393112	A
0.105311	0.25	0.542364	0.568418	0.760694	0.890391	0.900422	0.150794	0.248948	0.471061	0.354722	0.735029	B
0.039604	0.166667	0.775499	0.645161	0.937572	0.960875	0.943741	0.444444	0.251052	0.307074	0.22276	0.779708	B
0.379838	0.387681	0.164598	0.317118	0.321387	0.519275	0.527426	0.333333	0	0.356913	0.116223	0.707578	A
0.018002	0	0.54776	0.71384	0.732948	0.891542	0.919269	0.359788	0.360449	0.384244	0.490315	0.736891	B
0.033303	0.076087	0.647059	0.665453	0.843931	0.926064	0.905767	0.291005	0.209677	0.376206	0.22276	0.774123	B
0.089109	0.184783	0.560712	0.548387	0.732948	0.897296	0.916456	0.304233	0.256662	0.59164	0.340194	0.732547	B
0.577858	0.365942	0.363734	0	0.523699	0.783947	0.779466	0.248677	0.126227	0.737942	0.291768	0.771331	A
1	1	0.261738	0.171696	0.174566	0.671461	0.686639	0.216931	0.272791	1	0.825666	0.707578	A
0.255626	0.706522	0.554776	0.409469	0.801156	0.894994	0.928551	0.013228	0.258766	0.930868	0.353511	0.738132	B
0.056706	0.221014	0.58122	0.518991	0.747977	0.905351	0.926301	1	0.523142	0.720257	0.700969	0.761402	B
0.241224	0.242754	0.323799	0.403226	0.409249	0.74626	0.771871	0.365079	0.075035	0.512862	0.216707	0.705864	A
0.449145	0.557971	0	0.002081	0	0	0	0.476191	0.063815	0.649518	0.644068	0.707578	A
0.030603	0.07971	0.653535	0.60692	0.82659	0.929517	0.915893	0.248677	0.250351	0.533762	0.27845	0.785914	B
0.171017	0.572464	0.536967	0.420135	0.732948	0.887802	0.901266	0.243386	0.220196	0.485531	0.312349	0.721998	A
0.027903	0.094203	0.561252	0.882154	0.728324	0.89672	0.91955	0.431217	0.367461	0.483923	0.483051	0.748992	B
0.091809	0.231884	0.547221	0.612383	0.756069	0.892405	0.891421	0.322751	0.462833	0.302251	0.668281	0.751784	A
0.085509	0.333333	0.626012	0.508325	0.810405	0.921461	0.924332	0.216931	0.122721	0.800643	0.131961	0.755197	B
0.027003	0.134058	0.685375	1	0.76185	0.93901	0.953868	0.357143	0.279804	0	0.300242	0.782811	B
0.09901	0.23913	0.539665	0.466181	0.742197	0.886364	0.894233	0.256614	0.213184	0.615756	0.250605	0.707578	B
0.060306	0.445652	1	0.990114	0.926012	1	1	0.568783	0.074334	0.284566	0	1	B
0.125113	0.568841	0.816514	0.414412	1	0.971807	0.995781	0	1	0.623794	1	0.923363	B
0.058506	0.166667	0.575283	0.818939	0.730636	0.901611	0.9173	0.37037	0.332398	0.42283	0.418886	0.748371	B
0.059406	0.047101	0.587696	0.771852	0.752601	0.906214	0.917862	0.248677	0.16129	0.374598	0.18523	0.767918	B
