0.192938	0.460951	0.394913	0.02955	0.787214	0.684101	0.758772	0.553591	0.136827	A
0.303604	0.31116	0.459814	0.064137	0.832061	0.756685	0.801754	0.480508	0.174187	B
0.433564	0.504558	0.584765	0.093351	0.843511	0.716909	0.814035	0.497313	0.171761	B
1	0.987435	1	0.067159	0.833015	0.72282	0.803509	0.536688	0.163513	B
0.271205	0.365361	0.43582	0.054399	0.833015	0.757703	0.801754	0.494871	0.166909	B
0.73735	0.908845	0.806346	0.153794	0.902672	0.770113	0.871053	0.401172	0.227074	B
0.281398	0.268293	0.449849	0.043653	0.812023	0.711271	0.782456	0.565413	0.131975	A
0.001274	0.216556	0.241773	0.021827	0.784351	0.682535	0.75614	0.520762	0.149927	A
0.131416	0.141907	0.377213	0.269308	0.875954	0.712054	0.851754	0.387396	0.162542	B
0.162905	0.410692	0.359774	0.077905	0.801527	0.70211	0.772807	0.558476	0.14362	B
0.401893	0.539542	0.548709	0.163197	0.85687	0.739342	0.826316	0.477479	0.16982	B
0.319075	0.279872	0.474498	0.064137	0.865458	0.785851	0.833333	0.50171	0.166909	B
0.442483	0.633654	0.572047	0.109134	0.907443	0.80523	0.874561	0.437616	0.195536	B
0.15617	0.337522	0.355054	0.035259	0.806298	0.706886	0.777193	0.53913	0.14362	A
0.020022	0.00271	0.256064	0.080255	0.919847	0.8057	0.886842	0.392672	0.186317	B
0.364398	0.580685	0.508719	0.015447	0.822519	0.729476	0.792105	0.535125	0.151383	A
0.332181	0.44543	0.484463	0.074211	0.854962	0.770505	0.822807	0.470347	0.178069	B
0.120313	0.385809	0.34509	0.017461	0.791985	0.686724	0.764035	0.567171	0.163513	A
0.619949	0.387041	0.721647	0.064137	0.655534	0.596132	0.629825	0.978407	0.042213	A
0.034583	0.20744	0.261177	0.026864	0.805344	0.713855	0.776316	0.595799	0.126638	A
0.018748	0.140675	0.248722	0.014103	0.759542	0.643072	0.733333	0.736786	0.106259	A
0.471605	0.462922	0.600236	0.024177	0.807252	0.701288	0.77807	0.574988	0.131004	A
0.449763	0.56812	0.574538	0.083613	0.848282	0.753905	0.817544	0.520957	0.158661	B
0.146159	0.387288	0.348499	0.036602	0.818702	0.718162	0.788596	0.563654	0.130034	A
0.1336	0.325203	0.334339	0.029886	0.997137	1	0.957018	0.836541	0.173217	A
0.071169	0.205223	0.306411	0.150772	0.807252	0.694828	0.778947	0.53913	0.14362	A
0.231161	0.41562	0.410384	0.046004	0.849237	0.757938	0.818421	0.491646	0.165939	B
0.419367	0.360434	0.58542	0.079584	0.788168	0.684297	0.759649	0.632047	0.114022	A
0.160721	0.262626	0.352563	0.029886	0.794847	0.719101	0.775439	0.564729	0.135371	A
0.214962	0.327174	0.396748	0.091001	0.89313	0.822143	0.858772	0.362482	0.213974	B
0.217692	0.303277	0.404877	0.112827	0.816794	0.712328	0.787719	0.435271	1	B
0.521478	0.652624	0.634719	0.11182	0.884542	0.772501	0.852632	0.424426	0.210092	B
0.752639	0	0.960535	0.662861	1	0.72975	1	0.349585	0.248908	B
0.258646	0.563686	0.439098	0.098724	0.86355	0.746349	0.833333	0.505423	0.164483	B
0.038588	0.160384	0.274158	1	0.947519	0.799515	0.915789	0.339424	0.211063	B
0.195304	0.332348	0.386259	0.0863	0.798664	0.696903	0.770175	0.567074	0.136342	A
0.160539	0.295147	0.354137	0.049362	0.812977	0.725991	0.783333	0.545383	0.141679	B
0.319985	0.440749	0.479874	0.073203	0.862595	0.760639	0.830702	0.43957	0.187288	B
0.197488	0.329884	0.383637	0.03358	0.79771	0.69937	0.768421	0.607523	0.123241	A
0.468693	0.735156	0.592238	0.080591	0.801527	0.699761	0.772807	0.590816	0.133916	A
0.386058	0.524513	0	0.060779	0.844466	0.76518	0.813158	0.448363	0.181951	B
0.390426	0.453314	0.525764	0.056749	0.830153	0.746467	0.8	0.516072	0.157205	B
0.284492	0.325696	0.45824	0	0.271947	0.264769	0.260526	1	0	A
0.690025	0.987928	0.79389	0.077569	0.80916	0.694985	0.780702	0.339521	0.127608	A
0.172734	0.378418	0.368166	0.103761	0.821565	0.721998	0.791228	0.481387	0.164483	B
0.285766	0.2678	0.4606	0.103761	0.851145	0.734369	0.821053	0.50083	0.160602	B
0.657809	1	0.735151	0.050369	0.784351	0.682535	0.75614	0.611334	0.124697	A
0.345286	0.463415	0.518421	0.048355	0.825382	0.70532	0.798246	0.524475	0.158176	B
0.404987	0.616408	0.540055	0.072868	0.825382	0.730376	0.795614	0.517049	0.162542	B
0.119949	0.13895	0.335256	0.053392	0.80916	0.701327	0.780702	0.581339	0.138768	A
0.445759	0.642276	0.609807	0.186367	0.83874	0.706847	0.811404	0	0.360019	A
0.173462	0.360187	0.36751	0.018469	0.823473	0.727949	0.79386	0.498974	0.116934	B
0.422279	0.441734	0.545824	0.036266	0.836832	0.774889	0.80614	0.444651	0.180495	B
0.443029	0.727765	0.583585	0.021827	0.83874	0.721528	0.809649	0.519883	0.15672	A
0.406625	0.616162	0.539006	0.03358	0.791985	0.69197	0.763158	0.577235	0.134401	A
0.317801	0.456024	0.477252	0.028543	0.784351	0.682535	0.75614	0.609282	0.122271	A
0.602111	0.69968	0.70906	0.114842	0.959924	0.798027	0.928947	0.363459	0.261038	B
0.388424	0.591525	0.532582	0.01041	0.834924	0.731042	0.805263	0.500635	0.146046	A
0	0.206701	0.238101	0.059436	0.804389	0.704694	0.774561	0.56385	0.135856	A
0.617583	0.733925	0.7362	0.084621	0.899809	0.741456	0.87193	0.413581	0.209607	B
0.21296	0.277408	0.390717	0.031229	0.814885	0.739576	0.785088	0.529751	0.14459	B
0.008737	0.165804	0.241642	0.039624	0.812977	0.726344	0.783333	0.510503	0.146531	B
0.325446	0.550136	0.486036	0.010745	0.801527	0.698273	0.772807	0.567953	0.134886	B
0.254823	0.496181	0.433985	0.077569	0	0	0	0.898192	0.023775	A
0.461048	0.695738	0.62659	0.110477	0.864504	0.715969	0.837719	0.469077	0.192625	B
0.435748	0.489776	0.562213	0.074547	0.814885	0.719532	0.785088	0.523596	0.158176	B
